
PRODUCT_NAME,PRODUCT_URL,BRAND,SALES_PRICE,MRP,DISCOUNT_PERCENTAGE,NUMBER_OF_RATINGS,NUMBER_OF_REVIEWS,UPC,STAR_RATING,RAM
"APPLE iPhone 8 Plus (Gold, 64 GB)",https://www.flipkart.com/apple-iphone-8-plus-gold-64-gb/p/itmexrgvuzgzttzh?pid=MOBEXRGV7EHHTGUH,Apple,49900,49900,0,3431,356,MOBEXRGV7EHHTGUH,4.6,2 GB
